Year,state,Totals,Population,Totals per 1000,Pres Election,Sitting President,Mass Shooting,MSpM,Real GDP,GDP per capita,Urban
2000,New Mexico,84034,1821204,46.14,1,1,0,0,71652.8,39344,75
2000,New York,163974,19001780,8.63,1,1,0,0,1092188.2,57478,87.5
2000,North Carolina,290884,8081614,35.99,0,1,0,0,356912.5,44164,60.2
2000,North Dakota,32358,642023,50.4,0,1,0,0,24706,38481,55.9
2000,Ohio,274165,11363543,24.13,0,1,0,0,509949.2,44876,77.4
2000,Oklahoma,156988,3454365,45.45,0,1,0,0,124227.6,35962,65.3
2000,Oregon,135336,3429708,39.46,1,1,0,0,137400.6,40062,78.7
2000,Pennsylvania,481294,12284173,39.18,1,1,0,0,538790.2,43861,77.1
2000,Rhode Island,9414,1050268,8.96,1,1,0,0,45178.6,43016,90.9
2000,South Carolina,128618,4024223,31.96,0,1,0,0,150156.4,37313,60.5
2000,South Dakota,36723,755844,48.59,0,1,0,0,29386.1,38879,51.9
2000,Tennessee,234673,5703719,41.14,0,1,0,0,233732.2,40979,63.6
2000,Texas,662970,20944499,31.65,0,1,0,0,995661.2,47538,82.5
2000,Utah,67420,2244502,30.04,0,1,0,0,92498.4,41211,88.2
2000,Vermont,20300,609618,33.3,1,1,0,0,23016.8,37756,38.2
2000,Virginia,188508,7105817,26.53,0,1,0,0,348327,49020,73
2000,Washington,134255,5910512,22.71,1,1,0,0,311209.9,52654,82
2000,West Virginia,128258,1807021,70.98,0,1,0,0,61665.7,34126,46.1
2000,Wisconsin,180492,5373999,33.59,1,1,0,0,232411.7,43247,68.3
2000,Wyoming,34295,494300,69.38,0,1,0,0,27435,55503,65.1
1999,Alabama,246756,4369862,56.47,0,1,0,0,154900.2,35447,55.4
1999,Alaska,43073,619500,69.53,0,1,0,0,40590.5,65521,65.6
1999,Arizona,173548,4778332,36.32,1,1,0,0,198699.9,41584,88.2
1999,Arkansas,184616,2551373,72.36,1,1,0,0,89115.2,34928,52.5
1999,California,883144,33145121,26.64,1,1,0,0,1574305.9,47497,94.4
1999,Colorado,257308,4056133,63.44,0,1,1,0.246540239,215294.6,53079,84.5
1999,Connecticut,87209,3282031,26.57,1,1,0,0,202351.7,61654,87.7
1999,Delaware,17594,753538,23.35,1,1,0,0,54236.7,71976,80.1
1999,District of Columbia,21,572059,0.04,1,1,0,0,84756.2,148160,100
1999,Florida,279700,15111244,18.51,1,1,1,0.066175889,615238.2,40714,89.3
1999,Georgia,409810,7788240,52.62,0,1,2,0.256797428,377127.4,48423,71.6
1999,Hawaii,5343,1185497,4.51,1,1,1,0.843528073,54852.1,46269,91.5
1999,Idaho,79914,1251700,63.84,0,1,0,0,42510.4,33962,66.4
1999,Illinois,484848,12128370,39.98,1,1,0,0,618148.4,50967,87.8
1999,Indiana,203182,5942901,34.19,0,1,0,0,254089.2,42755,70.8
1999,Iowa,92222,2869413,32.14,1,1,0,0,116523,40609,61.1
1999,Kansas,106108,2654052,39.98,0,1,0,0,111005.5,41825,71.4
1999,Kentucky,248212,3960825,62.67,1,1,0,0,155611.5,39288,55.8
1999,Louisiana,196015,4372035,44.83,1,1,0,0,211952.5,48479,72.6
1999,Maine,47160,1253040,37.64,1,1,0,0,46351.4,36991,40.2
1999,Maryland,91381,5171634,17.67,1,1,0,0,240946.2,46590,86.1
1999,Massachusetts,24314,6175169,3.94,1,1,0,0,331602.3,53699,91.4
1999,Michigan,307769,9863775,31.2,1,1,0,0,429936.2,43587,74.7
1999,Minnesota,177929,4775508,37.26,1,1,0,0,232068.1,48595,70.9
1999,Mississippi,182114,2768619,65.78,0,1,0,0,87638,31654,48.8
1999,Missouri,206636,5468338,37.79,1,1,0,0,238452,43606,69.4
1999,Montana,73027,882779,82.72,0,1,0,0,30461.3,34506,54.1
1999,Nebraska,47959,1666028,28.79,0,1,0,0,73625.7,44192,69.8
1999,Nevada,62375,1809253,34.48,1,1,0,0,101394.7,56042,91.5
1999,New Hampshire,37711,1201134,31.4,1,1,0,0,53084.5,44195,59.3
1999,New Jersey,38601,8143412,4.74,1,1,0,0,447872.1,54998,94.4
1999,New Mexico,94406,1739844,54.26,1,1,0,0,70487.9,40514,75
1999,New York,186627,18196601,10.26,1,1,0,0,1051337.6,57777,87.5
1999,North Carolina,309707,7650789,40.48,0,1,0,0,345457.6,45153,60.2
1999,North Dakota,29864,633666,47.13,0,1,0,0,23770.7,37513,55.9
1999,Ohio,297597,11256654,26.44,1,1,0,0,499292.8,44355,77.4
1999,Oklahoma,169436,3358044,50.46,0,1,1,0.297792405,119685.4,35641,65.3
1999,Oregon,160358,3316154,48.36,1,1,0,0,126739.2,38219,78.7
1999,Pennsylvania,541555,11994016,45.15,1,1,0,0,524960.9,43769,77.1
1999,Rhode Island,10677,990819,10.78,1,1,0,0,43144.9,43545,90.9
1999,South Carolina,145493,3885736,37.44,0,1,0,0,146104.4,37600,60.5
1999,South Dakota,31327,733133,42.73,0,1,0,0,27463.4,37460,51.9
1999,Tennessee,264214,5483535,48.18,1,1,0,0,230895.6,42107,63.6
1999,Texas,710025,20044141,35.42,0,1,1,0.049889891,961513.2,47970,82.5
1999,Utah,77718,2129836,36.49,0,1,0,0,89282,41920,88.2
1999,Vermont,22218,593740,37.42,1,1,0,0,21830.2,36767,38.2
1999,Virginia,208554,6872912,30.34,0,1,0,0,332373.3,48360,73
1999,Washington,133674,5756361,23.22,1,1,0,0,308949.5,53671,82
1999,West Virginia,134471,1806928,74.42,1,1,0,0,61783.9,34193,46.1
1999,Wisconsin,179340,5250446,34.16,1,1,0,0,225783.7,43003,68.3
1999,Wyoming,35476,479602,73.97,0,1,0,0,26597.7,55458,65.1
